SK_Cliente,SK_Producto,SK_Tienda,FechaVenta,Cantidad,PrecioVenta
25,6,15,2021-11-21 08:31:50,1,2751.3
97,67,9,2021-11-21 16:45:58,5,1756.76
47,63,5,2021-11-22 11:55:31,5,2093.62
29,25,12,2021-11-22 10:30:14,1,436.34
70,10,7,2021-11-22 13:28:48,1,1954.3
19,40,5,2021-11-22 11:34:26,1,480.61
22,72,7,2021-11-22 10:19:40,1,2231.31
73,13,11,2021-11-22 15:55:57,3,1547.04
44,12,15,2021-11-22 13:31:58,1,1857.72
64,74,5,2021-11-22 20:38:04,1,1700.07
51,17,2,2021-11-22 13:27:19,2,2058.89
55,19,13,2021-11-22 15:39:10,3,1905.92
93,26,3,2021-11-22 11:40:10,5,543.28
68,6,9,2021-11-22 16:46:12,1,2786.74
41,41,8,2021-11-22 09:43:07,2,1480.5
83,9,15,2021-11-22 09:32:42,1,1905.4
5,66,13,2021-11-23 14:40:33,1,1305.96
24,51,10,2021-11-23 14:17:02,1,399.37
27,9,8,2021-11-23 14:53:15,1,1965.29
29,30,4,2021-11-23 11:30:01,2,342.67
96,32,9,2021-11-23 17:58:57,4,419.16
37,3,13,2021-11-23 12:09:56,3,2015.64
97,47,4,2021-11-23 12:40:41,1,577.56
56,64,9,2021-11-23 13:35:26,1,2061.7
19,65,8,2021-11-23 11:36:47,2,1527.51
39,49,7,2021-11-23 19:04:14,1,462.71
2,1,5,2021-11-23 17:41:25,2,2060.46
37,70,14,2021-11-23 20:28:46,2,2354.02
65,55,8,2021-11-23 10:09:30,1,811.74
39,61,15,2021-11-23 13:57:25,3,2121.33
27,57,3,2021-11-23 16:42:47,3,298.04
32,20,13,2021-11-23 18:12:56,1,1942.86
86,72,10,2021-11-24 20:50:54,5,2122.23
27,2,4,2021-11-24 14:25:48,1,2098.19
89,48,14,2021-11-24 15:32:46,1,621.06
100,71,12,2021-11-24 08:17:21,1,2121.74
16,1,4,2021-11-24 08:41:49,3,2003.4
56,52,5,2021-11-24 11:04:11,5,450.63
41,55,13,2021-11-24 09:43:52,1,763.06
77,68,4,2021-11-24 15:33:31,2,1951.9
43,13,12,2021-11-24 14:04:14,1,1561.25
37,46,4,2021-11-24 10:02:02,1,595.92
95,53,3,2021-11-24 16:38:43,1,701.41
83,19,9,2021-11-24 15:23:04,1,2031.63
36,58,10,2021-11-24 12:52:55,3,241.38
88,28,9,2021-11-24 19:54:27,1,450.92
99,27,12,2021-11-24 12:27:46,1,615.35
73,65,8,2021-11-24 15:23:24,2,1687.72
48,53,9,2021-11-25 11:46:39,1,688.99
46,31,9,2021-11-25 13:20:03,1,414.3
93,34,14,2021-11-25 13:35:16,1,345.69
21,28,15,2021-11-25 11:52:02,1,437.26
1,6,11,2021-11-25 14:03:22,1,2479.48
2,16,5,2021-11-25 18:06:10,2,1705.45
55,27,9,2021-11-25 17:50:49,2,588.52
24,74,13,2021-11-25 12:23:25,1,1671.33
73,43,11,2021-11-25 14:17:06,1,1546.73
82,18,5,2021-11-25 12:40:10,1,2097.24
71,62,4,2021-11-25 13:29:36,1,1827.77
19,47,2,2021-11-26 19:14:24,2,613.83
35,7,14,2021-11-26 16:24:50,4,3005.7
31,53,12,2021-11-26 12:09:05,2,703.68
66,37,6,2021-11-26 19:35:58,1,409.26
82,39,2,2021-11-26 15:16:24,1,486.98
33,64,4,2021-11-26 15:37:20,1,2111.26
22,26,13,2021-11-26 13:02:10,1,574.86
92,29,6,2021-11-26 11:40:13,1,417.25
32,44,2,2021-11-26 18:19:49,1,1327.34
32,12,3,2021-11-26 20:28:40,1,1923.42
99,59,1,2021-11-27 14:50:32,2,297.19
18,43,13,2021-11-27 13:58:11,1,1431.99
20,32,11,2021-11-27 10:31:56,1,438.89
23,19,9,2021-11-27 20:49:03,2,1991.49
49,33,7,2021-11-27 17:12:55,1,276.44
65,71,4,2021-11-27 12:20:34,1,2098.02
85,75,6,2021-11-27 18:45:34,1,1344.11
61,21,5,2021-11-27 12:00:13,3,1274.0
83,21,12,2021-11-27 13:12:55,1,1168.49
3,58,9,2021-11-28 14:08:42,1,233.68
15,61,5,2021-11-28 15:19:20,1,1962.95
63,37,8,2021-11-28 14:15:49,1,446.59
91,11,8,2021-11-28 09:45:57,4,1710.15
93,38,11,2021-11-28 12:41:19,5,321.1
86,58,14,2021-11-28 16:34:34,3,235.87
59,74,12,2021-11-28 11:39:04,4,1711.77
79,17,11,2021-11-28 11:12:20,3,2057.46
98,7,7,2021-11-28 20:17:16,1,2917.61
100,68,11,2021-11-28 20:37:54,4,1975.7
9,1,6,2021-11-28 09:37:53,3,1992.83
92,43,1,2021-11-28 11:15:07,2,1543.84
26,33,12,2021-11-28 12:39:28,1,248.03
76,70,9,2021-11-28 18:00:46,1,2209.79
10,6,8,2021-11-29 10:56:13,1,2476.09
90,40,5,2021-11-29 13:22:44,2,503.7
85,35,6,2021-11-29 11:51:37,4,326.41
100,27,11,2021-11-29 17:12:27,1,590.35
58,40,15,2021-11-29 16:32:06,1,440.71
76,3,10,2021-11-29 14:18:46,1,2043.19
51,18,5,2021-11-29 16:38:18,1,2189.86
69,20,15,2021-11-29 17:05:26,2,2064.16
46,2,5,2021-11-29 16:33:55,1,2000.21
64,60,12,2021-11-29 14:47:50,5,262.98
61,63,15,2021-11-29 13:21:51,4,2122.31
4,50,6,2021-11-29 14:15:51,1,494.92
56,69,6,2021-11-29 13:26:56,2,2183.91
93,12,11,2021-11-30 11:14:48,3,1929.74
55,54,15,2021-11-30 17:43:00,1,726.1
75,24,7,2021-11-30 12:53:35,1,1491.39
68,76,13,2021-11-30 20:09:59,3,1758.32
12,22,14,2021-11-30 14:37:31,1,1388.64
28,36,11,2021-11-30 15:17:04,4,367.13
86,63,7,2021-11-30 20:43:30,1,2047.37
32,75,4,2021-11-30 17:02:26,1,1300.5
74,19,5,2021-11-30 19:24:43,1,2120.61
16,69,5,2021-11-30 10:18:59,2,2119.62
9,5,1,2021-12-01 17:28:19,1,2587.58
22,39,4,2021-12-01 18:09:10,1,457.54
93,8,4,2021-12-01 17:32:12,1,2713.52
78,55,7,2021-12-01 11:34:24,2,730.6
80,27,5,2021-12-01 12:09:48,1,588.44
29,12,14,2021-12-01 20:44:01,1,1877.19
67,39,15,2021-12-01 09:28:57,1,442.65
36,60,14,2021-12-01 20:21:24,1,283.08
21,31,6,2021-12-01 11:56:45,2,406.98
74,3,10,2021-12-01 13:10:38,1,2053.51
42,26,14,2021-12-01 18:39:00,3,545.74
40,14,7,2021-12-01 12:21:16,1,1491.05
69,11,9,2021-12-01 16:42:02,1,1825.04
65,62,6,2021-12-01 19:52:03,2,1943.98
29,45,7,2021-12-01 11:31:36,1,578.33
24,20,13,2021-12-02 10:11:40,2,2043.58
58,6,13,2021-12-02 16:17:55,1,2645.37
87,15,7,2021-12-02 14:00:29,3,1533.31
42,55,5,2021-12-02 09:17:23,1,799.17
30,39,7,2021-12-02 17:45:02,1,451.15
97,58,9,2021-12-02 19:51:11,1,242.32
6,35,14,2021-12-02 18:09:45,1,305.97
45,9,4,2021-12-02 13:41:31,2,1943.49
31,19,10,2021-12-02 18:29:11,5,1969.03
87,26,1,2021-12-02 18:18:03,1,521.77
38,12,13,2021-12-02 08:24:32,1,2002.15
13,59,8,2021-12-02 10:31:51,1,285.04
19,2,2,2021-12-02 09:10:22,1,2142.39
93,60,8,2021-12-02 12:14:18,2,266.47
86,9,5,2021-12-02 11:43:37,1,1930.4
66,68,11,2021-12-02 08:36:52,2,1875.37
45,25,13,2021-12-02 10:06:43,2,431.81
38,54,10,2021-12-02 10:11:45,1,705.57
98,61,11,2021-12-03 20:34:34,2,2157.64
36,47,5,2021-12-03 11:02:36,2,627.44
50,42,7,2021-12-03 17:35:39,1,1620.93
85,63,4,2021-12-03 18:58:30,1,2019.68
14,69,7,2021-12-03 10:50:46,1,2097.69
82,32,9,2021-12-03 14:45:02,2,421.54
55,34,3,2021-12-03 19:52:33,1,353.39
31,60,3,2021-12-03 13:31:50,2,285.37
84,59,3,2021-12-03 17:12:27,2,322.98
50,49,8,2021-12-03 13:35:09,1,457.52
89,34,1,2021-12-03 12:35:48,3,356.98
18,7,11,2021-12-03 14:34:06,1,2653.67
53,23,1,2021-12-03 16:27:50,1,1154.28
59,33,3,2021-12-03 12:02:37,2,254.48
35,53,8,2021-12-03 20:07:37,1,748.49
21,52,3,2021-12-04 12:49:54,4,501.4
6,16,13,2021-12-04 10:10:07,1,1705.45
54,30,12,2021-12-04 15:27:56,3,337.5
72,74,13,2021-12-04 19:45:25,1,1733.94
88,70,2,2021-12-04 11:24:04,2,2363.38
44,52,12,2021-12-04 08:37:47,1,501.4
64,64,10,2021-12-04 10:38:50,4,2007.63
48,73,3,2021-12-04 11:51:15,1,1573.19
29,5,3,2021-12-04 13:58:36,2,2393.54
8,35,8,2021-12-05 20:16:06,1,333.08
71,56,7,2021-12-05 08:26:09,1,1026.53
66,53,15,2021-12-05 16:06:42,1,767.15
99,69,15,2021-12-05 15:25:38,2,2034.04
57,74,14,2021-12-05 13:42:40,2,1736.06
11,24,4,2021-12-05 12:26:54,1,1388.94
19,20,13,2021-12-05 16:36:05,1,1940.5
52,54,2,2021-12-05 15:55:23,3,750.6
21,75,7,2021-12-05 12:04:14,2,1482.71
68,59,9,2021-12-05 18:30:46,2,307.03
7,41,8,2021-12-06 17:17:50,1,1441.89
75,21,10,2021-12-06 19:54:28,1,1297.0
85,24,1,2021-12-06 11:09:12,1,1437.28
74,61,5,2021-12-06 19:43:27,1,1964.11
19,33,8,2021-12-06 17:21:16,3,274.94
45,52,8,2021-12-06 12:54:36,1,501.4
38,35,8,2021-12-06 15:42:19,1,329.74
16,1,11,2021-12-06 19:43:18,2,1996.51
27,76,15,2021-12-06 18:16:34,3,1964.16
47,70,2,2021-12-06 20:38:51,1,2124.03
15,32,7,2021-12-06 20:40:38,1,414.26
90,21,6,2021-12-07 17:43:38,1,1276.58
76,42,5,2021-12-07 09:30:11,2,1552.47
31,27,10,2021-12-07 20:07:37,1,607.4
95,75,7,2021-12-07 09:42:17,1,1442.06
21,24,15,2021-12-07 09:49:16,2,1529.87
39,16,5,2021-12-07 12:09:17,1,1705.45
92,54,4,2021-12-07 17:17:32,3,683.6
29,54,7,2021-12-07 16:44:47,1,684.31
34,2,3,2021-12-07 18:00:42,1,1959.07
87,54,6,2021-12-07 10:53:56,2,729.36
3,27,7,2021-12-07 16:27:47,1,602.56
99,8,11,2021-12-07 12:15:17,1,2692.76
78,34,8,2021-12-07 14:08:43,1,381.05
36,72,14,2021-12-07 09:55:01,5,2101.76
21,1,8,2021-12-07 19:31:36,1,2023.6
84,72,9,2021-12-08 18:08:06,1,2361.56
100,44,8,2021-12-08 15:21:02,2,1446.21
13,21,11,2021-12-08 19:58:27,1,1255.08
99,34,3,2021-12-08 18:53:29,1,371.97
68,41,12,2021-12-08 19:15:13,2,1577.98
52,42,5,2021-12-08 17:37:39,1,1478.32
38,8,5,2021-12-08 19:34:23,1,2690.29
61,18,15,2021-12-08 13:56:44,1,2043.85
53,41,4,2021-12-08 10:09:14,1,1506.58
99,22,4,2021-12-08 08:39:38,1,1528.59
72,57,13,2021-12-08 19:41:10,1,314.91
42,24,14,2021-12-08 20:53:33,1,1492.64
44,65,2,2021-12-08 14:02:37,1,1640.74
81,33,13,2021-12-08 14:29:46,1,267.04
95,14,14,2021-12-08 10:59:19,1,1470.4
34,26,7,2021-12-08 18:42:46,5,579.28
8,10,7,2021-12-08 11:29:04,5,1773.02
51,60,15,2021-12-08 12:39:28,1,249.56
64,21,5,2021-12-08 19:01:46,1,1218.02
33,53,5,2021-12-08 14:07:17,1,682.51
45,6,1,2021-12-08 08:45:41,1,2719.99
29,75,8,2021-12-09 15:03:45,1,1335.61
7,26,8,2021-12-09 16:15:27,2,532.86
53,1,2,2021-12-09 14:58:19,1,2274.7
72,76,13,2021-12-09 16:43:52,4,1850.99
62,74,5,2021-12-09 13:53:20,1,1788.17
2,46,10,2021-12-09 17:13:24,1,605.62
16,51,14,2021-12-09 19:03:20,2,419.61
86,55,12,2021-12-09 11:01:42,2,769.54
23,58,11,2021-12-09 14:24:47,1,238.82
98,47,3,2021-12-09 19:54:56,1,589.62
76,51,5,2021-12-09 19:48:47,1,399.55
98,70,15,2021-12-09 18:04:28,2,2247.5
94,72,3,2021-12-09 13:39:17,1,2220.41
89,1,2,2021-12-09 11:16:24,2,2074.16
10,64,11,2021-12-09 10:47:59,1,2079.01
99,12,10,2021-12-10 12:49:24,1,1899.29
33,75,2,2021-12-10 18:15:32,3,1406.33
3,65,11,2021-12-10 14:44:03,1,1496.24
26,8,6,2021-12-10 11:49:16,2,2891.85
76,65,14,2021-12-10 15:25:29,1,1509.51
32,60,2,2021-12-10 11:30:37,2,248.26
24,16,6,2021-12-10 16:33:07,1,1705.45
85,25,3,2021-12-10 17:27:03,1,390.16
83,14,6,2021-12-10 17:42:46,2,1388.04
18,31,2,2021-12-11 13:30:56,1,387.25
41,2,1,2021-12-11 18:25:03,3,2019.48
96,70,4,2021-12-11 08:17:18,1,2426.5
73,72,3,2021-12-11 19:17:03,1,2351.47
29,32,8,2021-12-11 15:04:11,1,389.81
30,42,13,2021-12-11 19:14:52,1,1599.09
52,33,15,2021-12-11 19:58:26,1,277.32
1,34,3,2021-12-11 15:04:39,2,339.04
48,36,4,2021-12-11 18:45:14,2,362.09
20,35,13,2021-12-11 12:30:02,2,319.37
20,41,6,2021-12-11 15:45:34,3,1625.33
87,62,11,2021-12-11 10:34:42,2,2007.93
60,14,12,2021-12-11 10:21:33,1,1520.43
80,55,8,2021-12-11 19:14:19,3,816.55
5,22,11,2021-12-11 08:08:45,1,1503.04
84,51,2,2021-12-11 17:39:56,4,415.94
5,25,3,2021-12-11 10:58:59,2,412.85
11,17,14,2021-12-11 19:40:26,5,2010.19
99,6,13,2021-12-12 19:57:44,1,2616.53
45,10,4,2021-12-12 18:38:55,1,1940.39
81,15,1,2021-12-12 14:24:34,1,1455.4
59,48,1,2021-12-12 17:50:26,1,592.59
59,22,10,2021-12-12 16:51:11,1,1347.4
46,46,4,2021-12-12 13:47:04,2,658.54
7,12,4,2021-12-12 11:26:48,1,2002.15
11,51,1,2021-12-12 08:53:23,1,408.18
13,63,4,2021-12-12 17:57:36,1,1931.52
37,48,3,2021-12-12 14:43:45,1,654.7
43,42,8,2021-12-12 09:47:19,2,1622.43
72,37,2,2021-12-12 14:29:03,3,458.47
99,21,5,2021-12-13 14:46:39,4,1234.98
13,27,5,2021-12-13 08:35:53,2,661.25
41,73,6,2021-12-13 18:43:20,1,1596.79
65,13,6,2021-12-13 13:55:48,1,1723.85
22,52,3,2021-12-13 09:30:18,1,492.54
96,40,3,2021-12-13 19:40:31,1,477.52
36,45,5,2021-12-13 18:43:54,1,594.11
48,26,13,2021-12-13 08:05:54,2,527.28
93,36,9,2021-12-13 18:39:54,1,399.05
20,41,2,2021-12-13 17:32:37,4,1554.78
62,2,14,2021-12-13 14:04:38,1,2042.89
31,40,3,2021-12-13 18:03:07,1,503.7
98,13,5,2021-12-14 18:18:33,1,1620.79
23,63,5,2021-12-14 11:37:04,1,1914.23
24,45,5,2021-12-14 11:01:38,1,608.94
87,23,12,2021-12-14 08:52:09,5,1254.65
14,48,5,2021-12-14 16:47:33,2,639.36
52,56,14,2021-12-14 15:08:23,1,1070.71
21,41,13,2021-12-14 17:12:15,1,1556.41
27,76,10,2021-12-14 12:30:35,1,1935.9
27,73,14,2021-12-14 10:50:33,1,1599.98
80,55,2,2021-12-15 15:43:43,1,806.89
79,3,13,2021-12-15 19:59:15,1,2025.61
5,62,15,2021-12-15 19:40:02,2,1956.18
92,64,12,2021-12-15 13:16:22,3,1941.8
41,13,5,2021-12-15 16:02:35,3,1525.95
55,24,8,2021-12-15 12:08:27,3,1453.73
30,17,8,2021-12-15 14:56:07,1,1988.63
70,35,7,2021-12-15 08:28:01,2,327.29
79,5,5,2021-12-15 14:37:30,1,2300.44
35,22,12,2021-12-15 17:41:00,1,1399.61
87,33,12,2021-12-15 17:33:12,3,279.12
93,41,15,2021-12-15 16:18:00,2,1548.89
64,58,5,2021-12-16 11:57:10,1,226.11
99,76,13,2021-12-16 19:40:39,1,1892.58
1,62,8,2021-12-16 11:36:39,1,2071.9
46,56,15,2021-12-16 12:09:24,1,1014.62
35,46,7,2021-12-16 20:33:03,3,681.95
63,76,13,2021-12-16 20:22:51,2,1860.0
43,6,6,2021-12-16 09:35:28,1,2674.36
83,22,13,2021-12-16 14:10:49,5,1428.53
81,35,8,2021-12-16 12:07:36,2,350.74
27,50,2,2021-12-16 15:54:05,1,446.2
91,34,7,2021-12-16 17:47:29,3,350.8
49,43,5,2021-12-16 20:14:32,1,1592.84
34,23,9,2021-12-16 11:13:04,1,1200.84
1,45,11,2021-12-16 16:35:08,2,657.88
97,54,1,2021-12-16 09:52:21,1,718.23
35,19,12,2021-12-16 11:09:39,3,2104.31
24,16,5,2021-12-16 16:21:39,1,1705.45
27,31,13,2021-12-17 15:40:40,1,435.91
54,8,8,2021-12-17 18:07:05,1,2734.14
5,64,4,2021-12-17 16:04:53,4,1997.91
37,10,2,2021-12-17 14:18:06,2,1851.82
25,18,14,2021-12-17 19:48:54,1,1967.02
91,69,2,2021-12-17 15:42:59,2,2149.31
9,65,5,2021-12-17 19:31:12,1,1665.2
46,64,6,2021-12-17 18:19:52,3,2108.61
19,28,13,2021-12-17 10:23:25,1,455.71
81,52,13,2021-12-17 10:53:02,1,501.4
100,58,14,2021-12-17 16:15:21,1,224.91
97,17,1,2021-12-17 18:51:20,1,2175.33
7,12,3,2021-12-17 14:34:33,1,1774.75
2,28,5,2021-12-17 13:55:23,1,466.43
18,40,3,2021-12-18 16:39:25,1,465.6
86,72,5,2021-12-18 20:40:14,2,2316.05
34,66,2,2021-12-18 14:47:56,1,1381.85
100,40,5,2021-12-18 20:20:55,1,462.73
18,5,4,2021-12-18 16:51:57,2,2272.4
83,63,3,2021-12-18 16:01:59,1,2074.71
75,14,13,2021-12-18 13:09:56,5,1392.75
57,28,11,2021-12-18 14:48:59,1,465.48
87,18,6,2021-12-18 17:11:55,1,1920.7
66,53,3,2021-12-18 11:56:05,1,732.59
35,16,13,2021-12-18 18:42:33,2,1558.31
32,68,3,2021-12-18 11:38:13,3,1867.92
58,9,11,2021-12-18 17:23:41,2,1918.45
81,34,15,2021-12-18 19:32:44,3,384.52
66,19,1,2021-12-18 16:25:43,1,2189.54
20,63,12,2021-12-18 16:38:44,1,2058.23
59,30,3,2021-12-18 16:27:30,1,335.65
34,25,6,2021-12-18 12:35:09,4,419.8
94,10,2,2021-12-18 20:26:29,1,1975.7
18,29,3,2021-12-19 11:27:48,2,391.91
2,44,5,2021-12-19 20:23:52,1,1307.72
1,43,11,2021-12-19 13:26:26,2,1567.22
17,62,3,2021-12-19 15:54:16,3,2073.19
1,40,11,2021-12-19 17:22:09,2,449.09
67,64,15,2021-12-19 20:42:50,1,1957.81
96,10,5,2021-12-19 13:23:48,5,1804.92
77,68,14,2021-12-19 14:19:36,3,1856.96
60,7,15,2021-12-19 13:43:39,2,2794.93
40,8,14,2021-12-19 11:50:17,1,2685.26
1,3,4,2021-12-19 16:26:02,1,2031.17
30,42,15,2021-12-19 09:31:57,3,1628.37
98,34,14,2021-12-20 11:20:15,1,344.11
86,71,12,2021-12-20 10:41:33,3,2317.09
47,47,14,2021-12-20 08:30:17,1,631.64
82,10,7,2021-12-20 18:25:55,2,1865.75
71,52,13,2021-12-20 10:40:27,1,454.14
49,35,3,2021-12-20 18:05:17,1,332.07
99,43,6,2021-12-20 20:53:59,1,1519.93
57,26,10,2021-12-20 08:56:15,2,561.78
65,65,11,2021-12-20 08:49:04,1,1649.98
98,72,2,2021-12-20 09:09:18,2,2304.28
71,26,5,2021-12-21 20:35:29,1,538.62
75,26,6,2021-12-21 10:04:49,1,588.65
17,62,8,2021-12-21 09:32:57,2,1909.37
57,64,6,2021-12-21 20:12:20,2,2180.97
10,51,2,2021-12-21 12:25:44,4,427.64
19,10,11,2021-12-21 13:42:14,1,1919.67
2,9,2,2021-12-21 18:00:22,1,1917.04
84,38,3,2021-12-21 15:51:35,1,360.11
5,1,5,2021-12-21 10:47:27,1,2119.55
90,10,2,2021-12-21 16:28:54,1,1917.47
90,37,1,2021-12-21 10:57:07,1,436.7
94,40,8,2021-12-21 08:10:17,5,440.54
75,5,10,2021-12-21 18:38:51,1,2456.11
76,31,5,2021-12-21 19:58:35,1,437.24
74,15,11,2021-12-21 10:07:15,5,1495.89
77,70,1,2021-12-21 11:44:14,1,2280.9
78,37,4,2021-12-22 16:38:48,1,432.06
14,22,10,2021-12-22 12:26:13,1,1468.49
22,36,15,2021-12-22 10:57:14,2,363.28
7,46,6,2021-12-22 18:24:28,1,618.59
23,18,12,2021-12-22 19:14:58,1,1924.88
69,61,14,2021-12-22 15:02:23,1,2145.9
20,61,6,2021-12-22 15:30:16,1,1919.12
5,70,9,2021-12-22 08:56:04,1,2154.13
1,74,4,2021-12-22 11:21:38,1,1729.85
45,43,8,2021-12-22 19:07:24,1,1552.21
46,55,9,2021-12-22 14:56:23,1,756.67
58,31,10,2021-12-22 12:49:19,1,434.07
98,1,5,2021-12-22 15:07:42,1,2133.95
82,25,3,2021-12-23 13:07:26,1,440.42
81,7,6,2021-12-23 14:35:52,1,2735.96
25,62,15,2021-12-23 13:30:28,2,2012.96
69,58,15,2021-12-23 13:08:10,1,218.53
3,48,8,2021-12-23 13:21:23,1,631.79
91,23,9,2021-12-23 17:33:53,4,1224.11
16,13,10,2021-12-23 18:59:21,3,1611.82
56,67,4,2021-12-23 19:43:42,1,1895.33
88,70,3,2021-12-23 09:09:09,3,2358.75
82,42,10,2021-12-23 10:26:02,1,1589.49
44,73,13,2021-12-23 15:04:05,1,1722.74
97,21,8,2021-12-23 10:11:00,1,1301.5
53,16,7,2021-12-23 18:41:53,5,1566.07
98,65,2,2021-12-24 20:51:38,1,1598.44
70,52,6,2021-12-24 10:10:20,2,459.1
78,27,11,2021-12-24 18:18:13,4,605.07
49,19,1,2021-12-24 20:04:25,1,1935.04
39,11,6,2021-12-24 09:36:05,4,1797.81
99,26,1,2021-12-24 20:00:41,1,584.95
86,72,7,2021-12-24 10:39:34,3,2236.8
3,20,14,2021-12-24 20:55:06,1,2032.39
64,23,9,2021-12-24 15:06:20,1,1213.62
26,57,12,2021-12-24 09:46:44,3,295.53
77,16,2,2021-12-24 10:17:48,1,1705.45
21,62,5,2021-12-24 15:39:31,3,2063.44
97,3,9,2021-12-24 10:05:30,1,2169.2
76,73,3,2021-12-24 12:00:01,1,1687.91
50,62,2,2021-12-24 15:48:18,1,2103.57
91,38,10,2021-12-24 10:39:17,1,316.06
71,21,2,2021-12-24 16:37:18,1,1271.18
85,61,15,2021-12-25 13:05:08,1,2148.34
76,42,10,2021-12-25 20:38:03,1,1567.65
86,10,1,2021-12-25 14:48:28,2,1924.22
79,28,3,2021-12-25 10:26:51,2,463.23
66,56,2,2021-12-25 16:16:52,1,961.32
64,22,12,2021-12-25 17:33:30,1,1390.32
71,15,3,2021-12-25 09:30:30,1,1513.9
43,40,9,2021-12-25 08:59:30,1,483.5
83,21,11,2021-12-25 17:26:44,2,1268.42
37,55,5,2021-12-25 18:56:41,1,799.17
23,13,9,2021-12-26 10:35:02,2,1723.85
38,69,4,2021-12-26 14:08:58,1,2148.55
2,74,7,2021-12-26 10:52:49,2,1667.25
92,1,2,2021-12-26 13:58:33,3,2274.7
68,37,10,2021-12-26 08:40:42,1,431.81
40,74,13,2021-12-26 15:19:22,1,1717.96
55,33,11,2021-12-26 11:58:19,1,283.82
38,11,8,2021-12-26 12:35:26,1,1849.81
20,12,6,2021-12-26 19:38:07,1,1907.12
62,6,10,2021-12-26 14:01:23,1,2600.52
82,27,10,2021-12-26 15:31:18,1,637.21
92,45,8,2021-12-26 08:24:11,3,620.11
52,54,1,2021-12-26 12:59:11,2,710.42
35,27,3,2021-12-27 11:52:14,3,645.61
59,65,14,2021-12-27 10:57:20,1,1566.26
57,13,12,2021-12-27 13:33:30,1,1595.69
43,38,11,2021-12-27 18:25:14,3,349.42
94,17,8,2021-12-27 12:16:25,2,2115.24
26,45,2,2021-12-27 13:41:47,3,648.2
10,9,10,2021-12-28 08:04:12,2,1965.02
45,50,6,2021-12-28 08:49:34,1,479.3
77,54,4,2021-12-28 11:43:31,1,686.74
58,27,13,2021-12-28 13:49:23,2,610.17
61,46,10,2021-12-28 10:18:40,2,681.95
21,68,7,2021-12-28 14:38:34,1,1820.36
99,46,15,2021-12-28 18:07:42,1,628.6
10,27,6,2021-12-28 13:57:03,3,599.83
21,41,12,2021-12-28 12:04:11,1,1529.75
33,68,8,2021-12-28 14:09:07,1,1727.95
9,48,7,2021-12-29 19:19:03,2,582.61
99,15,8,2021-12-29 13:42:25,1,1504.25
50,11,13,2021-12-29 17:04:00,1,1963.25
29,39,5,2021-12-29 18:02:01,2,477.41
50,58,1,2021-12-29 12:15:03,5,219.19
49,25,14,2021-12-29 17:52:08,5,443.38
92,69,1,2021-12-29 10:59:18,3,2019.9
37,27,9,2021-12-29 13:01:15,1,582.76
1,17,7,2021-12-29 17:23:49,1,1953.84
56,70,8,2021-12-29 11:19:51,1,2365.32
23,20,14,2021-12-29 16:47:23,2,1989.89
78,1,5,2021-12-29 09:11:17,1,2274.7
38,33,4,2021-12-29 08:32:39,2,270.39
3,4,10,2021-12-30 11:12:59,1,1744.32
84,29,3,2021-12-30 18:06:37,1,425.92
23,3,14,2021-12-30 08:28:21,1,1929.1
27,47,2,2021-12-30 18:51:57,1,629.26
95,28,9,2021-12-30 10:51:28,3,427.21
7,62,9,2021-12-30 08:50:43,1,2058.43
3,74,10,2021-12-30 15:33:49,1,1716.01
85,18,13,2021-12-30 10:12:58,3,2164.87
67,10,10,2021-12-30 17:25:30,1,1926.52
32,4,8,2021-12-30 12:50:11,3,1799.32
55,61,13,2021-12-30 11:07:43,1,2080.49
71,16,14,2021-12-30 13:55:26,1,1529.14
42,13,9,2021-12-30 20:14:05,2,1619.6
20,5,5,2021-12-30 10:23:36,1,2255.47
10,11,9,2021-12-30 10:57:55,1,1958.83
97,12,4,2021-12-31 19:19:26,2,1955.35
48,54,10,2021-12-31 08:22:59,4,746.03
99,42,5,2021-12-31 17:44:46,1,1593.89
58,54,4,2021-12-31 17:12:21,3,676.12
60,67,14,2021-12-31 09:48:54,2,1722.69
89,61,4,2021-12-31 20:27:24,3,2182.21
46,61,5,2021-12-31 08:51:11,2,2094.14
45,8,9,2021-12-31 11:35:14,1,2925.01
97,71,15,2021-12-31 15:05:07,1,2158.65
65,50,12,2021-12-31 08:29:49,1,467.75
2,68,4,2021-12-31 12:05:48,3,1922.31
26,30,7,2022-01-01 13:43:26,1,338.02
16,13,1,2022-01-01 14:36:21,2,1588.62
11,66,7,2022-01-01 10:14:14,1,1285.03
80,71,12,2022-01-01 08:11:21,1,2233.66
76,34,1,2022-01-01 09:35:45,2,369.38
6,64,12,2022-01-01 19:50:39,2,2050.95
35,17,1,2022-01-01 13:32:34,1,2086.38
28,29,1,2022-01-01 09:10:35,1,387.62
59,53,9,2022-01-01 16:17:22,2,733.71
42,39,10,2022-01-01 18:47:49,2,433.12
3,70,10,2022-01-01 16:52:10,3,2229.83
36,4,6,2022-01-01 10:21:43,1,1850.45
39,43,2,2022-01-01 14:27:40,3,1646.8
78,69,8,2022-01-01 12:16:47,2,1987.46
39,31,11,2022-01-02 16:17:32,1,412.52
64,76,6,2022-01-02 12:59:14,1,1971.6
73,59,5,2022-01-02 08:27:40,1,325.28
40,63,1,2022-01-02 08:12:18,1,2107.54
98,56,14,2022-01-02 13:36:46,1,1071.68
